branch,file,function_addr,evidence_type,score,confidence,role_candidate,basic_block_count,internal_block_count,incoming_lcalls,call_count,xdata_read_count,xdata_write_count,movc_count,conditional_branch_count,loop_like_score,bit_operation_count,immediate_hits,xdata_hits,related_calls,notes
RTOS_service,ppkp2012 a01.PZU,0x8216,polling_loop_candidate,6.080,medium,dispatcher_or_router,17,16,1,6,9,10,0,10,21,5,0x01,0x3000;0x6419;0x641C;0x641D;0x641E;0x6479;0x647A;0x66E3;0x66E4;0x66E5;0x66E6;0x66E7,0x4A42;0x6669;0x66AD;0x8257;0x825D;0x9818,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x9AE5,polling_loop_candidate,6.080,medium,dispatcher_or_router,14,13,1,6,0,0,1,6,15,0,0x01,,0x6BDD;0x95B0;0x9B3C;0x9B43,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x4100,polling_loop_candidate,6.000,medium,dispatcher_or_router,12,11,0,5,1,0,0,4,29,6,,0x0030,0x4112;0x4127;0x415F,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x9920,polling_loop_candidate,5.920,medium,state_update_worker,1,0,2,4,5,3,0,0,14,0,,0x75AC;0x763B;0x763C;0x763D;0x7643,0x4A38;0x4A72;0x5436;0x97E1,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2012 a01.PZU,0xAAA4,polling_loop_candidate,5.920,medium,dispatcher_or_router,25,24,1,4,8,4,0,12,24,8,,0x642F;0x643F;0x644F;0x645F;0x6463,0xAAC1;0xAAE9;0xAB11;0xAB39,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x6C3B,common_mash_dispatcher_candidate,5.900,low,dispatcher_or_router,36,35,1,32,20,5,0,16,43,2,,0x75AA;0x75AD;0x75AE;0x75AF,0x5108;0x6CC1;0x741D;0x7445;0x7458;0x7476;0x748F;0x95B0;0x95C9;0x9848;0x9857;0x9881,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x75F7,common_mash_dispatcher_candidate,5.900,low,dispatcher_or_router,262,261,1,91,87,1,1,109,263,18,0x01;0x63,0x3010;0x3012;0x3013;0x3014;0x3015;0x3016;0x3017;0x3018;0x3019;0x301A;0x301B;0x301C,0x7408;0x75F0;0x761C;0x766D;0x76AF;0x76BE;0x76CC;0x76D9;0x76EA;0x76F7;0x7708;0x7715,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0xA0EF,common_mash_dispatcher_candidate,5.900,low,dispatcher_or_router,24,23,1,25,8,0,0,10,16,4,,0x66B9;0x762A;0x762D;0x7630;0x7631,0x9580;0x9598;0xA140;0xA191;0xA1AA;0xA364,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0xAB52,common_mash_dispatcher_candidate,5.900,low,dispatcher_or_router,154,153,1,75,5,0,1,77,198,32,0x01;0xA0,0x6408;0x66EB;0x67C3;0x67CC,0x95B0;0x95D3;0x97E5;0x9AE5;0xAB45;0xAB8E;0xAC0E;0xAC23;0xAC2D;0xAC9F;0xACB4;0xACC2,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0xB606,common_mash_dispatcher_candidate,5.900,low,dispatcher_or_router,41,40,1,46,11,4,0,21,30,6,0x01,0x6408;0x6423;0x6433;0x6443;0x6453;0x66BA;0x66BD;0x66ED;0x75B4;0x7A65;0x7A74,0x4228;0x44FE;0x460C;0x6734;0x6739;0x673E;0x6743;0x67C4;0x6844;0x68BE;0x6935;0x75F7,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0xAFF7,common_mash_dispatcher_candidate,5.810,low,dispatcher_or_router,36,35,1,19,3,0,0,12,40,7,0x01;0xA0,0x642F;0x6470;0x7A64,0x95B0;0x97E5;0xB032;0xB0A4;0xB0B5;0xB0C0;0xB0D2;0xB0E4;0xB0F6;0xB108;0xB114;0xB123,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0xB15E,common_mash_dispatcher_candidate,5.810,low,dispatcher_or_router,36,35,1,19,3,0,0,12,40,7,0x01;0xA0,0x643F;0x6471;0x7A64,0x95B0;0x97E5;0xB199;0xB20B;0xB21C;0xB227;0xB239;0xB24B;0xB25D;0xB26F;0xB27B;0xB28A,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0xB2C5,common_mash_dispatcher_candidate,5.810,low,dispatcher_or_router,36,35,1,19,3,0,0,12,40,7,0x01;0xA0,0x644F;0x6472;0x7A64,0x95B0;0x97E5;0xB300;0xB372;0xB383;0xB38E;0xB3A0;0xB3B2;0xB3C4;0xB3D6;0xB3E2;0xB3F1,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0xB42C,common_mash_dispatcher_candidate,5.810,low,dispatcher_or_router,36,35,1,19,3,0,0,12,40,7,0x01;0xA0,0x645F;0x6473;0x7A64,0x95B0;0x97E5;0xB467;0xB4D9;0xB4EA;0xB4F5;0xB507;0xB519;0xB52B;0xB53D;0xB549;0xB558,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0xAB52,packet_export_candidate,5.600,medium,dispatcher_or_router,154,153,1,75,5,0,1,77,198,32,0x01;0xA0,0x6408;0x66EB;0x67C3;0x67CC,0x95B0;0x95D3;0x97E5;0x9AE5;0xAB45;0xAB8E;0xAC0E;0xAC23;0xAC2D;0xAC9F;0xACB4;0xACC2,packet export integration via global packet pipeline overlap
RTOS_service,ppkp2012 a01.PZU,0x48AB,common_mash_dispatcher_candidate,5.540,low,dispatcher_or_router,41,40,1,16,0,0,0,20,75,4,0x01,,0x4A38;0x4A72;0x95B0,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x95D3,common_mash_dispatcher_candidate,5.540,low,dispatcher_or_router,31,30,8,16,4,0,0,15,47,0,0x01,0x75AD;0x75AE,0x97BB,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0xA1DD,common_mash_dispatcher_candidate,5.540,low,dispatcher_or_router,35,34,1,16,12,1,0,16,26,6,0x01,0x657E;0x657F;0x66B8;0x66B9;0x75B4,0xA1F7;0xA210;0xA22A;0xA299;0xA29F;0xA2AD;0xA2DA;0xA307;0xA319;0xA33D,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x9721,common_mash_dispatcher_candidate,5.450,low,dispatcher_or_router,32,31,1,15,0,0,0,15,45,0,0x01,,0x97BB,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x44FE,polling_loop_candidate,5.360,medium,dispatcher_or_router,11,10,1,12,6,5,1,6,10,1,,0x66EB;0x66EC;0x66EE;0x75AA;0x75AC;0x7631,0x4537;0x4557;0x458A;0x4A38;0x4A72;0x5436;0x6C3B;0x95B0;0x95BA;0x97D9;0xAB52,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x68BE,common_mash_dispatcher_candidate,5.360,low,dispatcher_or_router,26,25,1,14,0,0,0,13,33,1,0x01,,0x68CD;0x68E8;0x68FB;0x6923;0x95B0;0x95D3,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x4228,common_mash_dispatcher_candidate,5.270,low,dispatcher_or_router,61,60,1,13,5,0,1,27,63,3,0x01,0x66EB;0x66ED;0x67CC;0x67E7;0x7A67,0x42A6;0x42A8;0x42AD;0x42B9;0x42D7;0x4317;0x95B0;0x95D3,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x4358,common_mash_dispatcher_candidate,5.270,low,dispatcher_or_router,27,26,3,13,3,8,0,2,22,6,0x01,0x0001;0x6408;0x6463;0x66EB;0x66EC;0x66ED;0x66EE;0x67ED;0x75A0;0x75AC;0x7A67,0x4409;0x49DA;0x6C28;0x95B0;0x9848;0x9857;0x9881;0x9920;0x9989,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x4A9E,common_mash_dispatcher_candidate,5.270,low,dispatcher_or_router,28,27,2,13,0,0,0,13,32,0,0x01;0xA0,,0x95B0;0x95C3;0x95D3;0x9721;0x97D3,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x5436,common_mash_dispatcher_candidate,5.270,low,dispatcher_or_router,17,16,2,13,144,39,1,4,20,2,,0x6419;0x641A;0x641B;0x641C;0x641D;0x641E;0x6421;0x6423;0x6433;0x6443;0x6453;0x6476,0x4365;0x47A6;0x47D2;0x4A42;0x4A9E;0x548D;0x97D9;0x97F4;0x9848;0x9857;0x9881;0x98B2,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x4358,led_control_candidate,5.200,medium,dispatcher_or_router,27,26,3,13,3,8,0,2,22,6,0x01,0x0001;0x6408;0x6463;0x66EB;0x66EC;0x66ED;0x66EE;0x67ED;0x75A0;0x75AC;0x7A67,0x4409;0x49DA;0x6C28;0x95B0;0x9848;0x9857;0x9881;0x9920;0x9989,bit operations with XDATA writes (LED/control hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x4658,address_range_candidate,5.200,medium,dispatcher_or_router,41,40,1,11,3,7,0,20,50,0,0x01;0x63;0xA0,0x0001;0x63F5;0x6420;0x75AD;0x7A68;0xFF89;0xFF99;0xFFA9;0xFFB9,0x46F4;0x47A6;0x4840;0x48AB;0x49DA;0x4A8F;0x4A9E;0x4FE9;0x6C28;0x9920;0xB742,address-range immediates + conditionals near loop-like control
RTOS_service,ppkp2012 a01.PZU,0x9989,polling_loop_candidate,5.200,medium,dispatcher_or_router,6,5,1,10,0,0,0,3,10,9,,,0x95B0;0x97E5;0x99F7;0x9B04,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x4658,common_mash_dispatcher_candidate,5.090,low,dispatcher_or_router,41,40,1,11,3,7,0,20,50,0,0x01;0x63;0xA0,0x0001;0x63F5;0x6420;0x75AD;0x7A68;0xFF89;0xFF99;0xFFA9;0xFFB9,0x46F4;0x47A6;0x4840;0x48AB;0x49DA;0x4A8F;0x4A9E;0x4FE9;0x6C28;0x9920;0xB742,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x5436,packet_export_candidate,5.040,medium,dispatcher_or_router,17,16,2,13,144,39,1,4,20,2,,0x6419;0x641A;0x641B;0x641C;0x641D;0x641E;0x6421;0x6423;0x6433;0x6443;0x6453;0x6476,0x4365;0x47A6;0x47D2;0x4A42;0x4A9E;0x548D;0x97D9;0x97F4;0x9848;0x9857;0x9881;0x98B2,packet export integration via global packet pipeline overlap
RTOS_service,ppkp2012 a01.PZU,0x6844,polling_loop_candidate,5.040,medium,dispatcher_or_router,15,14,1,8,0,0,0,8,10,7,0x01,,0x6857;0x6896;0x6BDD;0x95B0;0x97E5,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x4840,common_mash_dispatcher_candidate,5.000,low,dispatcher_or_router,19,18,1,10,0,1,0,11,28,0,0x01,0x6477,0x47FE;0x4823;0x48A6;0x95B0,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x8216,led_control_candidate,4.950,medium,dispatcher_or_router,17,16,1,6,9,10,0,10,21,5,0x01,0x3000;0x6419;0x641C;0x641D;0x641E;0x6479;0x647A;0x66E3;0x66E4;0x66E5;0x66E6;0x66E7,0x4A42;0x6669;0x66AD;0x8257;0x825D;0x9818,bit operations with XDATA writes (LED/control hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x44FE,common_mash_dispatcher_candidate,4.780,low,dispatcher_or_router,11,10,1,12,6,5,1,6,10,1,,0x66EB;0x66EC;0x66EE;0x75AA;0x75AC;0x7631,0x4537;0x4557;0x458A;0x4A38;0x4A72;0x5436;0x6C3B;0x95B0;0x95BA;0x97D9;0xAB52,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x8216,common_mash_dispatcher_candidate,4.640,low,dispatcher_or_router,17,16,1,6,9,10,0,10,21,5,0x01,0x3000;0x6419;0x641C;0x641D;0x641E;0x6479;0x647A;0x66E3;0x66E4;0x66E5;0x66E6;0x66E7,0x4A42;0x6669;0x66AD;0x8257;0x825D;0x9818,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x9AE5,common_mash_dispatcher_candidate,4.640,low,dispatcher_or_router,14,13,1,6,0,0,1,6,15,0,0x01,,0x6BDD;0x95B0;0x9B3C;0x9B43,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x75F7,led_control_candidate,4.600,medium,dispatcher_or_router,262,261,1,91,87,1,1,109,263,18,0x01;0x63,0x3010;0x3012;0x3013;0x3014;0x3015;0x3016;0x3017;0x3018;0x3019;0x301A;0x301B;0x301C,0x7408;0x75F0;0x761C;0x766D;0x76AF;0x76BE;0x76CC;0x76D9;0x76EA;0x76F7;0x7708;0x7715,bit operations with XDATA writes (LED/control hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x9989,common_mash_dispatcher_candidate,4.600,low,dispatcher_or_router,6,5,1,10,0,0,0,3,10,9,,,0x95B0;0x97E5;0x99F7;0x9B04,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x4100,common_mash_dispatcher_candidate,4.550,low,dispatcher_or_router,12,11,0,5,1,0,0,4,29,6,,0x0030,0x4112;0x4127;0x415F,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0xAAA4,led_control_candidate,4.500,medium,dispatcher_or_router,25,24,1,4,8,4,0,12,24,8,,0x642F;0x643F;0x644F;0x645F;0x6463,0xAAC1;0xAAE9;0xAB11;0xAB39,bit operations with XDATA writes (LED/control hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x6844,common_mash_dispatcher_candidate,4.420,low,dispatcher_or_router,15,14,1,8,0,0,0,8,10,7,0x01,,0x6857;0x6896;0x6BDD;0x95B0;0x97E5,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x4A9E,address_range_candidate,4.400,medium,dispatcher_or_router,28,27,2,13,0,0,0,13,32,0,0x01;0xA0,,0x95B0;0x95C3;0x95D3;0x9721;0x97D3,address-range immediates + conditionals near loop-like control
RTOS_service,ppkp2012 a01.PZU,0x75F7,address_range_candidate,4.400,medium,dispatcher_or_router,262,261,1,91,87,1,1,109,263,18,0x01;0x63,0x3010;0x3012;0x3013;0x3014;0x3015;0x3016;0x3017;0x3018;0x3019;0x301A;0x301B;0x301C,0x7408;0x75F0;0x761C;0x766D;0x76AF;0x76BE;0x76CC;0x76D9;0x76EA;0x76F7;0x7708;0x7715,address-range immediates + conditionals near loop-like control
RTOS_service,ppkp2012 a01.PZU,0xAB52,address_range_candidate,4.400,medium,dispatcher_or_router,154,153,1,75,5,0,1,77,198,32,0x01;0xA0,0x6408;0x66EB;0x67C3;0x67CC,0x95B0;0x95D3;0x97E5;0x9AE5;0xAB45;0xAB8E;0xAC0E;0xAC23;0xAC2D;0xAC9F;0xACB4;0xACC2,address-range immediates + conditionals near loop-like control
RTOS_service,ppkp2012 a01.PZU,0xAFF7,address_range_candidate,4.400,medium,dispatcher_or_router,36,35,1,19,3,0,0,12,40,7,0x01;0xA0,0x642F;0x6470;0x7A64,0x95B0;0x97E5;0xB032;0xB0A4;0xB0B5;0xB0C0;0xB0D2;0xB0E4;0xB0F6;0xB108;0xB114;0xB123,address-range immediates + conditionals near loop-like control
RTOS_service,ppkp2012 a01.PZU,0xB15E,address_range_candidate,4.400,medium,dispatcher_or_router,36,35,1,19,3,0,0,12,40,7,0x01;0xA0,0x643F;0x6471;0x7A64,0x95B0;0x97E5;0xB199;0xB20B;0xB21C;0xB227;0xB239;0xB24B;0xB25D;0xB26F;0xB27B;0xB28A,address-range immediates + conditionals near loop-like control
RTOS_service,ppkp2012 a01.PZU,0xB2C5,address_range_candidate,4.400,medium,dispatcher_or_router,36,35,1,19,3,0,0,12,40,7,0x01;0xA0,0x644F;0x6472;0x7A64,0x95B0;0x97E5;0xB300;0xB372;0xB383;0xB38E;0xB3A0;0xB3B2;0xB3C4;0xB3D6;0xB3E2;0xB3F1,address-range immediates + conditionals near loop-like control
RTOS_service,ppkp2012 a01.PZU,0xB42C,address_range_candidate,4.400,medium,dispatcher_or_router,36,35,1,19,3,0,0,12,40,7,0x01;0xA0,0x645F;0x6473;0x7A64,0x95B0;0x97E5;0xB467;0xB4D9;0xB4EA;0xB4F5;0xB507;0xB519;0xB52B;0xB53D;0xB549;0xB558,address-range immediates + conditionals near loop-like control
RTOS_service,ppkp2012 a01.PZU,0xB606,packet_export_candidate,4.400,medium,dispatcher_or_router,41,40,1,46,11,4,0,21,30,6,0x01,0x6408;0x6423;0x6433;0x6443;0x6453;0x66BA;0x66BD;0x66ED;0x75B4;0x7A65;0x7A74,0x4228;0x44FE;0x460C;0x6734;0x6739;0x673E;0x6743;0x67C4;0x6844;0x68BE;0x6935;0x75F7,packet export integration via global packet pipeline overlap
RTOS_service,ppkp2012 a01.PZU,0x5436,led_control_candidate,4.200,medium,dispatcher_or_router,17,16,2,13,144,39,1,4,20,2,,0x6419;0x641A;0x641B;0x641C;0x641D;0x641E;0x6421;0x6423;0x6433;0x6443;0x6453;0x6476,0x4365;0x47A6;0x47D2;0x4A42;0x4A9E;0x548D;0x97D9;0x97F4;0x9848;0x9857;0x9881;0x98B2,bit operations with XDATA writes (LED/control hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x4A0B,polling_loop_candidate,4.120,medium,dispatcher_or_router,6,5,4,4,1,0,0,2,8,0,0x01,0x0030,0x4A18;0x95B0,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x6C3B,event_queue_candidate,4.050,medium,dispatcher_or_router,36,35,1,32,20,5,0,16,43,2,,0x75AA;0x75AD;0x75AE;0x75AF,0x5108;0x6CC1;0x741D;0x7445;0x7458;0x7476;0x748F;0x95B0;0x95C9;0x9848;0x9857;0x9881,event-queue candidate based on call density + state writes
RTOS_service,ppkp2012 a01.PZU,0x67C4,polling_loop_candidate,4.040,medium,state_update_worker,13,12,1,3,8,4,0,8,8,4,0x01,0x0001;0x646C;0x646D;0x646E;0x646F;0x67CB;0x67CC,0x6805;0x683A,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2012 a01.PZU,0xB606,led_control_candidate,4.000,medium,dispatcher_or_router,41,40,1,46,11,4,0,21,30,6,0x01,0x6408;0x6423;0x6433;0x6443;0x6453;0x66BA;0x66BD;0x66ED;0x75B4;0x7A65;0x7A74,0x4228;0x44FE;0x460C;0x6734;0x6739;0x673E;0x6743;0x67C4;0x6844;0x68BE;0x6935;0x75F7,bit operations with XDATA writes (LED/control hypothesis)
RTOS_service,ppkp2012 a01.PZU,0xB606,event_queue_candidate,3.900,low,dispatcher_or_router,41,40,1,46,11,4,0,21,30,6,0x01,0x6408;0x6423;0x6433;0x6443;0x6453;0x66BA;0x66BD;0x66ED;0x75B4;0x7A65;0x7A74,0x4228;0x44FE;0x460C;0x6734;0x6739;0x673E;0x6743;0x67C4;0x6844;0x68BE;0x6935;0x75F7,event-queue candidate based on call density + state writes
RTOS_service,ppkp2012 a01.PZU,0x4358,event_queue_candidate,3.800,low,dispatcher_or_router,27,26,3,13,3,8,0,2,22,6,0x01,0x0001;0x6408;0x6463;0x66EB;0x66EC;0x66ED;0x66EE;0x67ED;0x75A0;0x75AC;0x7A67,0x4409;0x49DA;0x6C28;0x95B0;0x9848;0x9857;0x9881;0x9920;0x9989,event-queue candidate based on call density + state writes
RTOS_service,ppkp2012 a01.PZU,0x5436,event_queue_candidate,3.800,low,dispatcher_or_router,17,16,2,13,144,39,1,4,20,2,,0x6419;0x641A;0x641B;0x641C;0x641D;0x641E;0x6421;0x6423;0x6433;0x6443;0x6453;0x6476,0x4365;0x47A6;0x47D2;0x4A42;0x4A9E;0x548D;0x97D9;0x97F4;0x9848;0x9857;0x9881;0x98B2,event-queue candidate based on call density + state writes
RTOS_service,ppkp2012 a01.PZU,0x6C3B,packet_export_candidate,3.800,low,dispatcher_or_router,36,35,1,32,20,5,0,16,43,2,,0x75AA;0x75AD;0x75AE;0x75AF,0x5108;0x6CC1;0x741D;0x7445;0x7458;0x7476;0x748F;0x95B0;0x95C9;0x9848;0x9857;0x9881,packet export integration via global packet pipeline overlap
RTOS_service,ppkp2012 a01.PZU,0x6743,polling_loop_candidate,3.760,low,dispatcher_or_router,8,7,1,7,1,0,1,3,6,3,0x01,0x66ED,0x95B0;0x97E5,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x6743,common_mash_dispatcher_candidate,3.530,low,dispatcher_or_router,8,7,1,7,1,0,1,3,6,3,0x01,0x66ED,0x95B0;0x97E5,common dispatcher candidate for MASH/address-loop
RTOS_service,ppkp2012 a01.PZU,0x67C4,led_control_candidate,3.500,low,state_update_worker,13,12,1,3,8,4,0,8,8,4,0x01,0x0001;0x646C;0x646D;0x646E;0x646F;0x67CB;0x67CC,0x6805;0x683A,bit operations with XDATA writes (LED/control hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x9B4F,alarm_fault_status_candidate,3.480,low,state_update_worker,12,11,1,2,35,6,0,6,12,0,0x01,0x0A76;0x0C82;0x6477;0x66BB;0x66BD;0x66BE;0x66DB;0x66EB;0x66ED;0x759F;0x75AD;0x75AE,0x9B60,state/fault candidate: XDATA writes + conditional updates
RTOS_service,ppkp2012 a01.PZU,0x4658,event_queue_candidate,3.450,low,dispatcher_or_router,41,40,1,11,3,7,0,20,50,0,0x01;0x63;0xA0,0x0001;0x63F5;0x6420;0x75AD;0x7A68;0xFF89;0xFF99;0xFFA9;0xFFB9,0x46F4;0x47A6;0x4840;0x48AB;0x49DA;0x4A8F;0x4A9E;0x4FE9;0x6C28;0x9920;0xB742,event-queue candidate based on call density + state writes
RTOS_service,ppkp2012 a01.PZU,0x75F7,event_queue_candidate,3.450,low,dispatcher_or_router,262,261,1,91,87,1,1,109,263,18,0x01;0x63,0x3010;0x3012;0x3013;0x3014;0x3015;0x3016;0x3017;0x3018;0x3019;0x301A;0x301B;0x301C,0x7408;0x75F0;0x761C;0x766D;0x76AF;0x76BE;0x76CC;0x76D9;0x76EA;0x76F7;0x7708;0x7715,event-queue candidate based on call density + state writes
RTOS_service,ppkp2012 a01.PZU,0x47A6,polling_loop_candidate,3.440,low,unknown,4,3,2,3,0,0,0,2,6,0,,,0x47FE;0x4823;0x95B0,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x47D2,polling_loop_candidate,3.440,low,unknown,3,2,1,3,0,0,0,2,6,0,,,0x47FE;0x4823;0x95B0,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x6C3B,led_control_candidate,3.300,low,dispatcher_or_router,36,35,1,32,20,5,0,16,43,2,,0x75AA;0x75AD;0x75AE;0x75AF,0x5108;0x6CC1;0x741D;0x7445;0x7458;0x7476;0x748F;0x95B0;0x95C9;0x9848;0x9857;0x9881,bit operations with XDATA writes (LED/control hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x44FE,event_queue_candidate,3.250,low,dispatcher_or_router,11,10,1,12,6,5,1,6,10,1,,0x66EB;0x66EC;0x66EE;0x75AA;0x75AC;0x7631,0x4537;0x4557;0x458A;0x4A38;0x4A72;0x5436;0x6C3B;0x95B0;0x95BA;0x97D9;0xAB52,event-queue candidate based on call density + state writes
RTOS_service,ppkp2012 a01.PZU,0x67C4,alarm_fault_status_candidate,3.140,low,state_update_worker,13,12,1,3,8,4,0,8,8,4,0x01,0x0001;0x646C;0x646D;0x646E;0x646F;0x67CB;0x67CC,0x6805;0x683A,state/fault candidate: XDATA writes + conditional updates
RTOS_service,ppkp2012 a01.PZU,0x8216,event_queue_candidate,3.100,low,dispatcher_or_router,17,16,1,6,9,10,0,10,21,5,0x01,0x3000;0x6419;0x641C;0x641D;0x641E;0x6479;0x647A;0x66E3;0x66E4;0x66E5;0x66E6;0x66E7,0x4A42;0x6669;0x66AD;0x8257;0x825D;0x9818,event-queue candidate based on call density + state writes
RTOS_service,ppkp2012 a01.PZU,0xA1DD,led_control_candidate,3.100,low,dispatcher_or_router,35,34,1,16,12,1,0,16,26,6,0x01,0x657E;0x657F;0x66B8;0x66B9;0x75B4,0xA1F7;0xA210;0xA22A;0xA299;0xA29F;0xA2AD;0xA2DA;0xA307;0xA319;0xA33D,bit operations with XDATA writes (LED/control hypothesis)
RTOS_service,ppkp2012 a01.PZU,0xA1DD,event_queue_candidate,3.050,low,dispatcher_or_router,35,34,1,16,12,1,0,16,26,6,0x01,0x657E;0x657F;0x66B8;0x66B9;0x75B4,0xA1F7;0xA210;0xA22A;0xA299;0xA29F;0xA2AD;0xA2DA;0xA307;0xA319;0xA33D,event-queue candidate based on call density + state writes
RTOS_service,ppkp2012 a01.PZU,0x41E8,led_control_candidate,2.650,low,unknown,8,7,1,3,1,2,0,3,5,3,0x01,0x66ED;0x75A0;0x7A74,0x4694;0xB647,bit operations with XDATA writes (LED/control hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x4FE9,led_control_candidate,2.650,low,unknown,4,3,1,7,33,2,0,1,5,3,,0x6408;0x66EB;0x66ED;0x75A8;0x75A9;0x75AA;0x75AB;0x75AD;0x75B0;0x7A66;0x7A6A;0x7A6C,0x4441;0x9848;0x9857;0x9881;0x988D;0x98B2;0x98B9,bit operations with XDATA writes (LED/control hypothesis)
RTOS_service,ppkp2012 a01.PZU,0x67C4,isolator_status_candidate,2.500,low,state_update_worker,13,12,1,3,8,4,0,8,8,4,0x01,0x0001;0x646C;0x646D;0x646E;0x646F;0x67CB;0x67CC,0x6805;0x683A,"isolator-status hypothesis (bit flags + XDATA flags), no direct marker"
RTOS_service,ppkp2012 a01.PZU,0x4840,event_queue_candidate,2.450,low,dispatcher_or_router,19,18,1,10,0,1,0,11,28,0,0x01,0x6477,0x47FE;0x4823;0x48A6;0x95B0,event-queue candidate based on call density + state writes
RTOS_service,ppkp2012 a01.PZU,0xAAA4,event_queue_candidate,2.300,low,dispatcher_or_router,25,24,1,4,8,4,0,12,24,8,,0x642F;0x643F;0x644F;0x645F;0x6463,0xAAC1;0xAAE9;0xAB11;0xAB39,event-queue candidate based on call density + state writes
RTOS_service,ppkp2012 a01.PZU,0x9920,event_queue_candidate,2.150,hypothesis,state_update_worker,1,0,2,4,5,3,0,0,14,0,,0x75AC;0x763B;0x763C;0x763D;0x7643,0x4A38;0x4A72;0x5436;0x97E1,event-queue candidate based on call density + state writes
RTOS_service,ppkp2012 a01.PZU,0x41E8,isolator_status_candidate,1.950,hypothesis,unknown,8,7,1,3,1,2,0,3,5,3,0x01,0x66ED;0x75A0;0x7A74,0x4694;0xB647,"isolator-status hypothesis (bit flags + XDATA flags), no direct marker"
RTOS_service,ppkp2012 a01.PZU,0x4FE9,isolator_status_candidate,1.950,hypothesis,unknown,4,3,1,7,33,2,0,1,5,3,,0x6408;0x66EB;0x66ED;0x75A8;0x75A9;0x75AA;0x75AB;0x75AD;0x75B0;0x7A66;0x7A6A;0x7A6C,0x4441;0x9848;0x9857;0x9881;0x988D;0x98B2;0x98B9,"isolator-status hypothesis (bit flags + XDATA flags), no direct marker"
