file,valid_hex,chain_rank,caller_function,core_function,callee_function,caller_role,core_role,callee_role,caller_score,core_score,callee_score,chain_score,rtos_core_hits,service_flag_hits,secondary_flag_hits,confidence,notes
ppkp2001 90cye01.PZU,true,1,0x464B,0x920C,0x53E6,dispatcher_or_router,state_update_worker,dispatcher_or_router,17,11,18,46,18,124,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,2,0x4358,0x920C,0x53E6,dispatcher_or_router,state_update_worker,dispatcher_or_router,17,11,18,46,18,125,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,3,0xAB62,0x44F1,0x53E6,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,14,18,45,20,125,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,4,0x4358,0x6BA4,0x4358,dispatcher_or_router,unknown,dispatcher_or_router,17,10,17,44,2,5,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,5,0x464B,0x6BA4,0x4358,dispatcher_or_router,unknown,dispatcher_or_router,17,10,17,44,2,4,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,6,0x44F1,0x53E6,0x90C5,dispatcher_or_router,dispatcher_or_router,unknown,14,18,8,40,17,126,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,7,0x464B,0x4F87,0x4434,dispatcher_or_router,state_update_worker,unknown,17,14,9,40,15,16,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,8,0xAB62,0x44F1,0x6BB7,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,14,13,40,3,30,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,9,0xAB62,0xAB62,0x758B,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,14,40,25,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,10,0xAB62,0xAB62,0x44F1,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,14,40,6,5,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,11,0xAB62,0xAB62,0x7EDA,dispatcher_or_router,dispatcher_or_router,unknown,13,13,14,40,50,3,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,12,0xAB62,0x44F1,0xA3FD,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,14,12,39,4,5,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,13,0xAB62,0xAB62,0xAB62,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,13,39,9,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,14,0xAB62,0xAB62,0x7C5D,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,13,39,10,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,15,0x44F1,0x53E6,0x90E0,dispatcher_or_router,dispatcher_or_router,unknown,14,18,5,37,17,125,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,16,0x44F1,0x53E6,0x4A3B,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,14,18,5,37,17,125,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,17,0xAB62,0x758B,0x8FAF,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,14,10,37,22,4,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,18,0xAB62,0xAB62,0xA34D,dispatcher_or_router,dispatcher_or_router,state_reader_or_packet_builder,13,13,11,37,7,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,19,0xAB62,0xAB62,0x9407,dispatcher_or_router,dispatcher_or_router,state_update_worker,13,13,11,37,6,23,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,20,0xAB62,0x45FF,0x464B,dispatcher_or_router,state_reader_or_packet_builder,dispatcher_or_router,13,7,17,37,4,1,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,21,0x44F1,0xA3FD,0x8FAF,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,14,12,10,36,1,9,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,22,0x44F1,0x53E6,0x919E,dispatcher_or_router,dispatcher_or_router,unknown,14,18,3,35,17,125,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,23,0x44F1,0x53E6,0x4755,dispatcher_or_router,dispatcher_or_router,unknown,14,18,3,35,17,125,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,24,0x44F1,0x53E6,0x91EB,dispatcher_or_router,dispatcher_or_router,unknown,14,18,3,35,17,125,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,25,0x44F1,0x53E6,0x4781,dispatcher_or_router,dispatcher_or_router,unknown,14,18,3,35,17,125,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,26,0x464B,0x4F87,0x91A5,dispatcher_or_router,state_update_worker,unknown,17,14,4,35,5,16,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,27,0x464B,0x4F87,0x9179,dispatcher_or_router,state_update_worker,unknown,17,14,4,35,5,16,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,28,0xAB62,0x44F1,0x90C5,dispatcher_or_router,dispatcher_or_router,unknown,13,14,8,35,3,6,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,29,0xAB62,0x44F1,0x8F96,dispatcher_or_router,dispatcher_or_router,unknown,13,14,8,35,3,6,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,30,0xAB62,0xAB62,0x9B12,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,9,35,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,31,0xAB62,0x7EDA,0x7EA4,dispatcher_or_router,unknown,unknown,13,14,8,35,49,3,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,32,0x44F1,0x53E6,0x9134,dispatcher_or_router,dispatcher_or_router,unknown,14,18,2,34,17,125,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,33,0x44F1,0x53E6,0x9143,dispatcher_or_router,dispatcher_or_router,unknown,14,18,2,34,17,125,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,34,0x44F1,0x53E6,0x916D,dispatcher_or_router,dispatcher_or_router,unknown,14,18,2,34,17,125,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,35,0x44F1,0x53E6,0x49DF,dispatcher_or_router,dispatcher_or_router,unknown,14,18,2,34,17,125,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,36,0x920C,0x53E6,0x4A3B,state_update_worker,dispatcher_or_router,dispatcher_or_router,11,18,5,34,17,123,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,37,0x44F1,0x6BB7,0x8FA5,dispatcher_or_router,dispatcher_or_router,unknown,14,13,7,34,0,32,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,38,0x464B,0x4F87,0x919E,dispatcher_or_router,state_update_worker,unknown,17,14,3,34,5,16,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,39,0xAB62,0xAB62,0x4228,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,8,34,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,40,0xAB62,0xAB62,0x6699,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,8,34,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,41,0x464B,0x4F87,0x9143,dispatcher_or_router,state_update_worker,unknown,17,14,2,33,5,16,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,42,0x464B,0x4F87,0x916D,dispatcher_or_router,state_update_worker,unknown,17,14,2,33,5,16,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,43,0x464B,0x4F87,0x9134,dispatcher_or_router,state_update_worker,unknown,17,14,2,33,5,16,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,44,0xAB62,0xAB62,0xA39F,dispatcher_or_router,dispatcher_or_router,unknown,13,13,7,33,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,45,0xAB62,0xAB62,0xA99A,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,7,33,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,46,0xAB62,0xAB62,0x9A24,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,7,33,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,47,0xAB62,0xAB62,0xA833,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,7,33,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,48,0xAB62,0xAB62,0x45FF,dispatcher_or_router,dispatcher_or_router,state_reader_or_packet_builder,13,13,7,33,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,49,0xAB62,0x44F1,0x457D,dispatcher_or_router,dispatcher_or_router,unknown,13,14,5,32,3,5,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,50,0xAB62,0xAB62,0x6717,dispatcher_or_router,dispatcher_or_router,state_reader_or_packet_builder,13,13,6,32,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,51,0xAB62,0xAB62,0x677E,dispatcher_or_router,dispatcher_or_router,state_update_worker,13,13,6,32,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,52,0xAB62,0xAB62,0xAB40,dispatcher_or_router,dispatcher_or_router,state_reader_or_packet_builder,13,13,6,32,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,53,0x6BA4,0x4358,0x9275,unknown,dispatcher_or_router,dispatcher_or_router,10,17,5,32,1,3,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,54,0x44F1,0x6BB7,0x9179,dispatcher_or_router,dispatcher_or_router,unknown,14,13,4,31,0,30,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,55,0x44F1,0x6BB7,0x91A5,dispatcher_or_router,dispatcher_or_router,unknown,14,13,4,31,0,30,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,56,0xAB62,0x4228,0x8FAF,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,8,10,31,3,4,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,57,0x45FF,0x464B,0x47EF,state_reader_or_packet_builder,dispatcher_or_router,dispatcher_or_router,7,17,7,31,1,1,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,58,0xAB62,0xAB62,0x685A,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,5,31,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,59,0xAB62,0xAB62,0x67FE,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,5,31,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,60,0x44F1,0xA3FD,0x939D,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,14,12,5,31,1,5,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,61,0x44F1,0x6BB7,0x91EB,dispatcher_or_router,dispatcher_or_router,unknown,14,13,3,30,0,30,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,62,0xAB62,0xAB62,0xAB01,dispatcher_or_router,dispatcher_or_router,unknown,13,13,4,30,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,63,0x464B,0x920C,0x4A0F,dispatcher_or_router,state_update_worker,unknown,17,11,2,30,1,4,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,64,0x4358,0x920C,0x4A0F,dispatcher_or_router,state_update_worker,unknown,17,11,2,30,1,5,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,65,0x44F1,0x6BB7,0x916D,dispatcher_or_router,dispatcher_or_router,unknown,14,13,2,29,0,30,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,66,0x44F1,0x6BB7,0x91BB,dispatcher_or_router,dispatcher_or_router,unknown,14,13,2,29,0,30,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,67,0x44F1,0x6BB7,0x9134,dispatcher_or_router,dispatcher_or_router,unknown,14,13,2,29,0,30,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,68,0x44F1,0x6BB7,0x9143,dispatcher_or_router,dispatcher_or_router,unknown,14,13,2,29,0,30,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,69,0xAB62,0x44F1,0x4A0F,dispatcher_or_router,dispatcher_or_router,unknown,13,14,2,29,3,5,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,70,0x45FF,0x464B,0x485A,state_reader_or_packet_builder,dispatcher_or_router,dispatcher_or_router,7,17,5,29,1,1,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,71,0x45FF,0x464B,0x4A3B,state_reader_or_packet_builder,dispatcher_or_router,dispatcher_or_router,7,17,5,29,1,1,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,72,0xAB62,0x758B,0x8F9F,dispatcher_or_router,dispatcher_or_router,unknown,13,14,2,29,22,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,73,0xAB62,0xAB62,0xAB19,dispatcher_or_router,dispatcher_or_router,unknown,13,13,3,29,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,74,0x464B,0x920C,0x49D5,dispatcher_or_router,state_update_worker,unknown,17,11,1,29,1,4,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,75,0x464B,0x920C,0x90CD,dispatcher_or_router,state_update_worker,unknown,17,11,1,29,1,4,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,76,0x4358,0x920C,0x49D5,dispatcher_or_router,state_update_worker,unknown,17,11,1,29,1,5,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,77,0x4358,0x920C,0x90CD,dispatcher_or_router,state_update_worker,unknown,17,11,1,29,1,5,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,78,0x464B,0x47EF,0x47AD,dispatcher_or_router,dispatcher_or_router,unknown,17,7,5,29,1,1,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,79,0x44F1,0x6BB7,0x8F8C,dispatcher_or_router,dispatcher_or_router,unknown,14,13,1,28,0,30,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,80,0xAB62,0x9B12,0x9C3C,dispatcher_or_router,dispatcher_or_router,unknown,13,9,6,28,3,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,81,0xAB62,0x7C5D,0x49DF,dispatcher_or_router,dispatcher_or_router,unknown,13,13,2,28,7,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,82,0xAB62,0x44F1,0x49D5,dispatcher_or_router,dispatcher_or_router,unknown,13,14,1,28,3,5,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,83,0xAB62,0x44F1,0x8F8C,dispatcher_or_router,dispatcher_or_router,unknown,13,14,1,28,3,5,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,84,0xAB62,0x758B,0x8F8C,dispatcher_or_router,dispatcher_or_router,unknown,13,14,1,28,22,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,85,0xAB62,0xAB62,0x9111,dispatcher_or_router,dispatcher_or_router,unknown,13,13,2,28,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,86,0xAB62,0xAB62,0x68D1,dispatcher_or_router,dispatcher_or_router,unknown,13,13,2,28,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,87,0xAB62,0xAB62,0xACF9,dispatcher_or_router,dispatcher_or_router,unknown,13,13,2,28,6,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,88,0xAB62,0x9B12,0x9C4E,dispatcher_or_router,dispatcher_or_router,unknown,13,9,5,27,3,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,89,0x44F1,0xA3FD,0x8F8C,dispatcher_or_router,dispatcher_or_router,unknown,14,12,1,27,1,5,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,90,0x44F1,0xA3FD,0x90D1,dispatcher_or_router,dispatcher_or_router,unknown,14,12,1,27,1,5,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,91,0x44F1,0xA3FD,0xA3F0,dispatcher_or_router,dispatcher_or_router,unknown,14,12,1,27,1,5,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,92,0x464B,0x47EF,0x47D2,dispatcher_or_router,dispatcher_or_router,unknown,17,7,3,27,1,1,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,93,0xAB62,0x9B12,0x9C72,dispatcher_or_router,dispatcher_or_router,unknown,13,9,3,25,3,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,94,0xAB19,0x4358,0x9275,unknown,dispatcher_or_router,dispatcher_or_router,3,17,5,25,1,2,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,95,0x4641,0x4358,0x9275,unknown,dispatcher_or_router,dispatcher_or_router,3,17,5,25,1,2,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,96,0x464B,0x47EF,0x8F8C,dispatcher_or_router,dispatcher_or_router,unknown,17,7,1,25,1,1,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,97,0xAB62,0x9B12,0x9C0F,dispatcher_or_router,dispatcher_or_router,unknown,13,9,2,24,3,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,98,0xAB62,0x9B12,0x9BE2,dispatcher_or_router,dispatcher_or_router,unknown,13,9,2,24,3,0,0,probable,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,99,0xAB62,0x45FF,0x4641,dispatcher_or_router,state_reader_or_packet_builder,unknown,13,7,3,23,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,100,0xAB62,0x9A24,0x9C99,dispatcher_or_router,dispatcher_or_router,unknown,13,7,3,23,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,101,0xAB62,0x4228,0x8F8C,dispatcher_or_router,dispatcher_or_router,unknown,13,8,1,22,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,102,0xAB62,0x9A24,0x8F5C,dispatcher_or_router,dispatcher_or_router,unknown,13,7,2,22,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,103,0xAB62,0x9A24,0x8F74,dispatcher_or_router,dispatcher_or_router,unknown,13,7,2,22,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,104,0xAB62,0x6699,0x8F8C,dispatcher_or_router,dispatcher_or_router,unknown,13,8,1,22,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,105,0xAB62,0x6699,0x90D1,dispatcher_or_router,dispatcher_or_router,unknown,13,8,1,22,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,106,0xAB62,0x677E,0x67F4,dispatcher_or_router,state_update_worker,unknown,13,6,3,22,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,107,0xAB62,0xA833,0x8F8C,dispatcher_or_router,dispatcher_or_router,unknown,13,7,1,21,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,108,0xAB62,0xA833,0x90D1,dispatcher_or_router,dispatcher_or_router,unknown,13,7,1,21,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,109,0xAB62,0xA99A,0x8F8C,dispatcher_or_router,dispatcher_or_router,unknown,13,7,1,21,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,110,0xAB62,0xA99A,0x90D1,dispatcher_or_router,dispatcher_or_router,unknown,13,7,1,21,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,111,0x6BB7,0x9179,0x91A5,dispatcher_or_router,unknown,unknown,13,4,4,21,0,25,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,112,0xAB62,0x6717,0x8F8C,dispatcher_or_router,state_reader_or_packet_builder,unknown,13,6,1,20,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,113,0xAB62,0x6717,0x9160,dispatcher_or_router,state_reader_or_packet_builder,unknown,13,6,1,20,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,114,0x6BB7,0x9179,0x919E,dispatcher_or_router,unknown,unknown,13,4,3,20,0,25,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,115,0xAB62,0xAB01,0x911C,dispatcher_or_router,unknown,unknown,13,4,2,19,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2001 90cye01.PZU,true,116,0x6BB7,0x91A5,0x8F8C,dispatcher_or_router,unknown,unknown,13,4,1,18,0,25,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,1,0x4658,0x9920,0x5436,dispatcher_or_router,state_update_worker,dispatcher_or_router,17,11,18,46,18,122,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,2,0x4358,0x9920,0x5436,dispatcher_or_router,state_update_worker,dispatcher_or_router,17,11,18,46,18,123,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,3,0xB606,0x44FE,0x5436,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,14,18,45,20,123,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,4,0x4658,0x6C28,0x4358,dispatcher_or_router,unknown,dispatcher_or_router,17,10,17,44,2,4,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,5,0x4358,0x6C28,0x4358,dispatcher_or_router,unknown,dispatcher_or_router,17,10,17,44,2,5,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,6,0xB606,0xB606,0x84FA,dispatcher_or_router,dispatcher_or_router,state_reader_or_packet_builder,13,13,16,42,50,3,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,7,0xB606,0xB606,0x44FE,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,14,40,6,5,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,8,0x4658,0x4FE9,0x4441,dispatcher_or_router,unknown,unknown,17,14,9,40,15,15,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,9,0x44FE,0x5436,0x97D9,dispatcher_or_router,dispatcher_or_router,unknown,14,18,8,40,17,124,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,10,0xB606,0x44FE,0x6C3B,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,14,13,40,3,27,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,11,0xB606,0xB606,0x8216,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,13,39,10,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,12,0xB606,0xB606,0xB606,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,13,39,9,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,13,0xB606,0x44FE,0xAB52,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,14,12,39,4,5,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,14,0xB606,0xB606,0x9B4F,dispatcher_or_router,dispatcher_or_router,state_update_worker,13,13,11,37,6,21,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,15,0xB606,0xB606,0xAA18,dispatcher_or_router,dispatcher_or_router,state_reader_or_packet_builder,13,13,11,37,7,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,16,0xB606,0x460C,0x4658,dispatcher_or_router,state_reader_or_packet_builder,dispatcher_or_router,13,7,17,37,4,1,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,17,0xB606,0x84FA,0x84C4,dispatcher_or_router,state_reader_or_packet_builder,unknown,13,16,8,37,49,3,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,18,0x44FE,0x5436,0x4A9E,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,14,18,5,37,17,123,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,19,0x44FE,0x5436,0x97F4,dispatcher_or_router,dispatcher_or_router,unknown,14,18,5,37,17,123,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,20,0x44FE,0xAB52,0x95D3,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,14,12,10,36,1,9,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,21,0xB606,0xB606,0x75F7,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,10,36,6,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,22,0xB606,0xB606,0xA1DD,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,9,35,6,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,23,0xB606,0xB606,0xAAA4,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,13,13,9,35,6,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,24,0x4658,0x4FE9,0x988D,dispatcher_or_router,unknown,unknown,17,14,4,35,5,15,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,25,0x4658,0x4FE9,0x98B9,dispatcher_or_router,unknown,unknown,17,14,4,35,5,15,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,26,0x44FE,0x5436,0x47D2,dispatcher_or_router,dispatcher_or_router,unknown,14,18,3,35,17,123,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,27,0x44FE,0x5436,0x98FF,dispatcher_or_router,dispatcher_or_router,unknown,14,18,3,35,17,123,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,28,0x44FE,0x5436,0x47A6,dispatcher_or_router,dispatcher_or_router,unknown,14,18,3,35,17,123,0,hypothesis,caller->core->callee static call chain candidate
ppkp2012 a01.PZU,false,29,0x44FE,0x5436,0x98B2,dispatcher_or_router,dispatcher_or_router,unknown,14,18,3,35,17,123,0,hypothesis,caller->core->callee static call chain candidate
