file,valid_hex,checksum_status,function_addr,candidate_type,score,confidence,role_candidate,basic_block_count,internal_block_count,incoming_lcalls,call_count,xdata_read_count,xdata_write_count,movc_count,string_refs,cluster_hits,rtos_core_hits,service_flag_hits,secondary_flag_hits,arithmetic_hits,notes
ppkp2019 a02.PZU,false,checksum_error,0x4C71,xdata_reader_candidate,2,unknown,unknown,2,1,2,0,0,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x4C89,xdata_reader_candidate,2,unknown,unknown,3,2,18,0,0,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6854,xdata_reader_candidate,2,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6859,xdata_reader_candidate,2,unknown,unknown,1,0,16,1,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6A35,xdata_reader_candidate,2,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6A3A,xdata_reader_candidate,2,unknown,unknown,1,0,16,1,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x92BF,xdata_reader_candidate,2,unknown,unknown,1,0,16,0,0,0,0,0,0,0,0,0,7,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x92D7,xdata_reader_candidate,2,unknown,unknown,1,0,10,0,0,0,0,0,0,0,0,0,7,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x92F9,xdata_reader_candidate,2,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x9370,xdata_reader_candidate,2,unknown,unknown,8,7,1,3,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x93AA,xdata_reader_candidate,2,unknown,unknown,1,0,14,1,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x93FC,xdata_reader_candidate,2,unknown,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x9407,xdata_reader_candidate,2,unknown,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x941F,xdata_reader_candidate,2,unknown,unknown,1,0,3,0,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x942E,xdata_reader_candidate,2,unknown,unknown,1,0,4,0,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x9458,xdata_reader_candidate,2,unknown,unknown,3,2,4,0,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x94EA,xdata_reader_candidate,2,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xA13D,call_hub_candidate,2,unknown,unknown,1,0,1,7,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xA16A,call_hub_candidate,2,unknown,unknown,1,0,1,7,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xA1DB,xdata_reader_candidate,2,unknown,unknown,1,0,5,0,0,0,0,0,0,0,0,0,6,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xB129,xdata_reader_candidate,2,unknown,unknown,1,0,1,0,0,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x4C67,xdata_reader_candidate,1,unknown,unknown,1,0,3,0,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x92EF,xdata_reader_candidate,1,unknown,unknown,1,0,123,0,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x93B8,xdata_reader_candidate,1,unknown,unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x93BC,xdata_reader_candidate,1,unknown,unknown,1,0,13,0,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x944B,xdata_reader_candidate,1,unknown,unknown,1,0,5,0,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xA9B8,xdata_reader_candidate,1,unknown,unknown,1,0,2,0,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
